Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name
S20088200028,07/16/2014,3731,Wal-Mart 1241 / Davenport,5811 ELMORE AVE,DAVENPORT,52807,"5811 ELMORE AVE
DAVENPORT 52807
(41.581826, -90.52886)",82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S22308800085,11/12/2014,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52,Johnson,1081200,CREAM LIQUEURS
S26650700243,07/08/2015,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82,Scott,1081200,CREAM LIQUEURS
S24707500013,03/25/2015,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,"4500 SERGEANT ROAD
SIOUX CITY 51106
(42.448057, -96.350374)",97,Woodbury,1011200,STRAIGHT BOURBON WHISKIES
S24580900002,03/18/2015,2568,Hy-Vee Food Store #4 / Cedar Rapids,1556 FIRST AVENUE NE,CEDAR RAPIDS,52402,"1556 FIRST AVENUE NE
CEDAR RAPIDS 52402
(41.988968, -91.650752)",57,Linn,1012210,SINGLE MALT SCOTCH
S24057000039,02/16/2015,5081,Casey's General Store #3035 / Atlant,701 POPLAR ST,ATLANTIC,50022,"701 POPLAR ST
ATLANTIC 50022
(41.403737, -95.014425)",15,Cass,1081200,CREAM LIQUEURS
S15301200067,10/23/2013,2623,Hy-Vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,SIOUX CITY,51104,"2827 HAMILTON BLVD
SIOUX CITY 51104
(42.519884, -96.417783)",97,Woodbury,1062300,FLAVORED RUM
S26491000003,07/07/2015,3872,Target Store T-0086 / Dubuque,3500 DODGE ST,DUBUQUE,52003,"3500 DODGE ST
DUBUQUE 52003
(42.491948, -90.720484)",31,Dubuque,1031080,VODKA 80 PROOF
S12613400003,06/05/2013,3859,Wal-Mart 0750 / Independence,302 ENTERPRISE DR SW,INDEPENDENCE,50644,"302 ENTERPRISE DR SW
INDEPENDENCE 50644
(42.450709, -91.892924)",10,Buchanan,1031200,VODKA FLAVORED
S04785200022,03/28/2012,3762,Wine and Spirits Gallery,7690 HICKMAN RD,WINDSOR HEIGHTS,50322,"7690 HICKMAN RD
WINDSOR HEIGHTS 50322
(41.61467, -93.722451)",77,Polk,1052010,IMPORTED GRAPE BRANDIES
S23493100011,01/14/2015,4907,Prime Mart,2323 MAIN ST,CEDAR FALLS,50613,"2323 MAIN ST
CEDAR FALLS 50613
(42.516198, -92.44586)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S10919700010,03/05/2013,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,"400 LOCUST ST
DUBUQUE 52001
(42.497219, -90.666497)",31,Dubuque,1011100,BLENDED WHISKIES
S23536800084,01/16/2015,2601,Hy-Vee Food Store / Fairfield,1300 WEST BURLINGTON AVE,FAIRFIELD,52556,"1300 WEST BURLINGTON AVE
FAIRFIELD 52556
(41.006456, -91.978702)",51,Jefferson,1031200,VODKA FLAVORED
S05259100120,04/26/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77,Polk,1081400,TRIPLE SEC
S11376100050,04/01/2013,3704,Celtics Beverage Company,1122 BROADWAY,EMMETSBURG,50536,"1122 BROADWAY
EMMETSBURG 50536
(43.109636, -94.678806)",74,Palo Alto,1012100,CANADIAN WHISKIES
S06175800029,06/20/2012,3660,Wal-Mart 2935 / Knoxville,814 W BELL AVE,KNOXVILLE,50138,"814 W BELL AVE
KNOXVILLE 50138
",63,Marion,1081365,TROPICAL FRUIT SCHNAPPS
S13924200030,08/15/2013,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,"310 N 1ST ST
IOWA CITY 52245
(41.665693, -91.502069)",52,Johnson,1031080,VODKA 80 PROOF
S16185700014,12/10/2013,2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,"4343 MERLE HAY ROAD
DES MOINES 50310
(41.637408, -93.697647)",77,Polk,1011500,STRAIGHT RYE WHISKIES
S13776400040,08/07/2013,2585,Hy-Vee Wine and Spirits / Algona,1516 HIGHWAY 169 NORTH,ALGONA,50511,"1516 HIGHWAY 169 NORTH
ALGONA 50511
(43.081288, -94.236003)",55,Kossuth,1031080,VODKA 80 PROOF
S19096000040,05/21/2014,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,"512 E OSKALOOSA
PELLA 50219
(41.397023, -92.899722)",63,Marion,1082900,MISC. IMPORTED CORDIALS & LIQUEURS
S13601200006,07/29/2013,3833,Wal-Mart 3394 / Atlantic,1905 EAST 7TH ST,ATLANTIC,50022,"1905 EAST 7TH ST
ATLANTIC 50022
(41.403853, -94.98571)",15,Cass,1062310,SPICED RUM
S21601600011,10/06/2014,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",82,Scott,1011200,STRAIGHT BOURBON WHISKIES
S21245300045,09/16/2014,4346,Roy's Foodland,105 PEARL ST,SHELLSBURG,52332,"105 PEARL ST
SHELLSBURG 52332
(42.094181, -91.869288)",6,Benton,1032080,IMPORTED VODKA
S28222600026,10/01/2015,4847,Slagle Foods LeClaire,1301 EAGLE RIDGE RD,LECLAIRE,52753,"1301 EAGLE RIDGE RD
LECLAIRE 52753
(41.587349, -90.359813)",82,Scott,1031200,VODKA FLAVORED
S27944500031,09/16/2015,2551,Hy-Vee Food Store / Chariton,2001 WEST COURT,CHARITON,50049,"2001 WEST COURT
CHARITON 50049
",59,Lucas,1022100,TEQUILA
S26481800019,06/29/2015,2575,Hy-Vee Food Store #1 / Waterloo,2834 Ansborough Ave,WATERLOO,50702,"2834 Ansborough Ave
WATERLOO 50702
(42.472607, -92.376643)",7,Black Hawk,1031080,VODKA 80 PROOF
S10667000018,02/18/2013,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.023145, -93.715664)",85,Story,1081390,IMPORTED SCHNAPPS
S20240000025,07/22/2014,4426,LIQUOR AND GROCERY DEPOT,114 CENTRAL ST N Suite 1,MARSHALLTOWN,50158,"114 CENTRAL ST N Suite 1
MARSHALLTOWN 50158
",64,Marshall,1062310,SPICED RUM
S11173000017,03/19/2013,2549,Hy-Vee Food Store / Indianola,910 N JEFFERSON,INDIANOLA,50125,"910 N JEFFERSON
INDIANOLA 50125
(41.368503, -93.558425)",91,Warren,1031200,VODKA FLAVORED
S23395300024,01/08/2015,3858,Harolds Jack N Jill / Davenport,6723 NW BLVD UNIT 2,DAVENPORT,52806,"6723 NW BLVD UNIT 2
DAVENPORT 52806
",82,Scott,1031080,VODKA 80 PROOF
S24207400035,02/24/2015,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,"2727 DODGE ST
DUBUQUE 52003
(42.4918, -90.704724)",31,Dubuque,1012100,CANADIAN WHISKIES
S12650600029,06/06/2013,3947,Seaton's Flag Foods,122 A EAST FRONT ST,BROOKLYN,52211,"122 A EAST FRONT ST
BROOKLYN 52211
(41.728586, -92.44515)",79,Poweshiek,1011200,STRAIGHT BOURBON WHISKIES
S28878500180,11/05/2015,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,"4100 UNIVERSITY AVE
DES MOINES 50311
(41.600361, -93.673223)",77,Polk,1081380,MISCELLANEOUS SCHNAPPS
S04704600011,03/26/2012,4539,Casey's General Store #40 / Scranton,900 LOCUST ST,SCRANTON,51462,"900 LOCUST ST
SCRANTON 51462
(42.022413, -94.551577)",37,Greene,1032080,IMPORTED VODKA
S09424600141,12/11/2012,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,"3301 W KIMBERLY RD
DAVENPORT 52804
",82,Scott,1032200,IMPORTED VODKA - MISC
S19609100072,06/18/2014,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,"1023 9TH ST
ONAWA 51040
(42.025841, -96.095845)",67,Monona,1081365,TROPICAL FRUIT SCHNAPPS
S13145600027,07/03/2013,4310,Fareway Stores #502 / Cherokee,205 WEST BLUFF ST,CHEROKEE,51012,"205 WEST BLUFF ST
CHEROKEE 51012
(42.75508, -95.551866)",18,Cherokee,1062310,SPICED RUM
S18341400015,04/09/2014,4105,Fareway Stores #426 / Nevada,1505 SOUTH B AVE,NEVADA,50201,"1505 SOUTH B AVE
NEVADA 50201
(42.009797, -93.439899)",85,Story,1032080,IMPORTED VODKA
S04692900036,03/22/2012,4180,Smokin' Joe's #10 Tobacco and Liquor,480 7TH AVE,MARION,52302,"480 7TH AVE
MARION 52302
(42.033308, -91.60546)",57,Linn,1031080,VODKA 80 PROOF
S26347500007,06/23/2015,4228,Fareway Stores #462 / Vinton,501 A AVE,VINTON,52349,"501 A AVE
VINTON 52349
(42.166166, -92.025603)",6,Benton,1081015,IMPORTED AMARETTO
S15145100080,10/15/2013,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,"7101 UNIVERSITY AVE
WINDSOR HEIGHTS 50311
(41.600375, -93.715949)",77,Polk,1081317,GRAPE SCHNAPPS
S23524000005,01/15/2015,4140,Fareway Stores #900 / Euclid,100 EUCLID AVE,DES MOINES,50313,"100 EUCLID AVE
DES MOINES 50313
(41.627684, -93.618724)",77,Polk,1051010,AMERICAN GRAPE BRANDIES
S16498700048,12/26/2013,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517607, -92.455802)",7,Black Hawk,1082900,MISC. IMPORTED CORDIALS & LIQUEURS
S13459400039,07/22/2013,4306,Northside One Stop / Hampton,1208  4TH ST NE,HAMPTON,50441,"1208 4TH ST NE
HAMPTON 50441
(42.753045, -93.202452)",35,Franklin,1081330,PEACH SCHNAPPS
S17730200112,03/12/2014,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,"2351 W LOCUST
DAVENPORT 52804
(41.538207, -90.611972)",82,Scott,1031200,VODKA FLAVORED
S26835800017,07/20/2015,4467,Kum & Go #438 / Muscatine,1010 PARK AVE,MUSCATINE,52761,"1010 PARK AVE
MUSCATINE 52761
(41.435925, -91.030816)",70,Muscatine,1081300,PEPPERMINT SCHNAPPS
S26841700070,07/21/2015,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,"400 LOCUST ST
DUBUQUE 52001
(42.497219, -90.666497)",31,Dubuque,1011100,BLENDED WHISKIES
S16917800018,01/20/2014,4164,Expo Mart / Bettendorf,1810 STATE ST,BETTENDORF,52722,"1810 STATE ST
BETTENDORF 52722
(41.525308, -90.506775)",82,Scott,1031080,VODKA 80 PROOF
S29107200150,11/17/2015,2508,Hy-Vee Food Store #1 / Cedar Rapids,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,"1843 JOHNSON AVENUE, N.W.
CEDAR RAPIDS 52405
(41.97447, -91.697941)",57,Linn,1032080,IMPORTED VODKA
S05233700048,04/25/2012,3644,Wal-Mart 2764 / Altoona,3501  8TH ST SW,ALTOONA,50009,"3501 8TH ST SW
ALTOONA 50009
(41.644195, -93.505276)",77,Polk,1062310,SPICED RUM
S25961600155,06/02/2015,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,"7101 UNIVERSITY AVE
WINDSOR HEIGHTS 50311
(41.600375, -93.715949)",77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S19638000002,06/18/2014,4057,Tequila's Liquor Store,1434 DES MOINES ST STE 5,DES MOINES,50316,"1434 DES MOINES ST STE 5
DES MOINES 50316
(41.594713, -93.597039)",77,Polk,1062310,SPICED RUM
S26122500016,06/10/2015,4762,Huber's Store Inc.,101 MAIN ST,FORT ATKINSON,52144,"101 MAIN ST
FORT ATKINSON 52144
(43.143391, -91.932844)",96,Winneshiek,1081030,COFFEE LIQUEURS
S28742300017,10/29/2015,3920,Smokin' Joe's #11 Tobacco and Liquor,1606 CAMANCHE AVE,CLINTON,52732,"1606 CAMANCHE AVE
CLINTON 52732
(41.827842, -90.204753)",23,Clinton,1052010,IMPORTED GRAPE BRANDIES
S25149900001,04/20/2015,3549,Quicker Liquor Store,1414 48TH ST,FORT MADISON,52627,"1414 48TH ST
FORT MADISON 52627
(40.624226, -91.373211)",56,Lee,1031080,VODKA 80 PROOF
S27837600119,09/10/2015,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,"4605 FLEUR DRIVE
DES MOINES 50321
(41.542816, -93.644943)",77,Polk,1062300,FLAVORED RUM
S21498700020,09/30/2014,4285,Fareway Stores #922 / New Hampton,102 S WATER AVE,NEW HAMPTON,50659,"102 S WATER AVE
NEW HAMPTON 50659
(43.058386, -92.312899)",19,Chickasaw,1062310,SPICED RUM
S12247100005,05/15/2013,4293,Eddyville Market and Deli L,121 WALNUT,EDDYVILLE,52553,"121 WALNUT
EDDYVILLE 52553
(41.156373, -92.638037)",90,Wapello,1012200,SCOTCH WHISKIES
S04001500003,02/09/2012,2840,CVS Pharmacy #8633 / Bettendorf,2002 SPRUCE HILLS DR,BETTENDORF,52722,"2002 SPRUCE HILLS DR
BETTENDORF 52722
(41.550134, -90.503813)",82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S15568000041,11/06/2013,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,"4500 SERGEANT ROAD
SIOUX CITY 51106
(42.448057, -96.350374)",97,Woodbury,1011200,STRAIGHT BOURBON WHISKIES
S27940500043,09/16/2015,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1ST AVE,IOWA CITY,52240,"812 S 1ST AVE
IOWA CITY 52240
",52,Johnson,1041100,AMERICAN DRY GINS
S19817200105,06/27/2014,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,"3235 OAKLAND ROAD NE
CEDAR RAPIDS 52402
(42.010972, -91.658105)",57,Linn,1062310,SPICED RUM
S04368600019,03/05/2012,3524,Sam's Club 6568 / Ames,305 AIRPORT RD,AMES,50010,"305 AIRPORT RD
AMES 50010
(42.001123, -93.61365)",85,Story,1011200,STRAIGHT BOURBON WHISKIES
S19006600065,05/19/2014,2558,Hy-Vee Food Store / Mount Pleasant,1700 E WASHINGTON,MOUNT PLEASANT,52641,"1700 E WASHINGTON
MOUNT PLEASANT 52641
(40.961243, -91.525484)",44,Henry,1062310,SPICED RUM
S23121200016,12/22/2014,3822,The Secret Cellar,1205 CURTIS BR RD NE,SWISHER,52338,"1205 CURTIS BR RD NE
SWISHER 52338
",52,Johnson,1081317,GRAPE SCHNAPPS
S28579500016,10/20/2015,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,"1745 MADISON AVE
COUNCIL BLUFFS 51503
(41.242732, -95.825137)",78,Pottawattamie,1062310,SPICED RUM
S10889100063,03/04/2013,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52,Johnson,1051010,AMERICAN GRAPE BRANDIES
S19624400020,06/18/2014,3715,Kimberly Mart / Davenport,1714 E KIMBERLY RD,DAVENPORT,52807,"1714 E KIMBERLY RD
DAVENPORT 52807
(41.556966, -90.550657)",82,Scott,1032080,IMPORTED VODKA
S09154600013,11/27/2012,3632,Wal-Mart 2004 / Dubuque,4200 DODGE ST,DUBUQUE,52003,"4200 DODGE ST
DUBUQUE 52003
(42.489025, -90.73695)",31,Dubuque,1011100,BLENDED WHISKIES
S17055900099,01/27/2014,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)",77,Polk,1071100,AMERICAN COCKTAILS
S11609700028,04/11/2013,4230,Fareway Stores #106 / Clive,10151 UNIVERSITY AVE,CLIVE,50325,"10151 UNIVERSITY AVE
CLIVE 50325
(41.600508, -93.75591)",77,Polk,1031080,VODKA 80 PROOF
S12067800002,05/07/2013,2651,Hy-Vee / Waverly,1311 4 STREET SW,WAVERLY,50677,"1311 4 STREET SW
WAVERLY 50677
(42.713533, -92.475372)",9,Bremer,1012300,IRISH WHISKIES
S07661400013,09/11/2012,3963,Tobacco Hut #14 / Council Bluffs,1925 W BROADWAY,COUNCIL BLUFFS,51501,"1925 W BROADWAY
COUNCIL BLUFFS 51501
(41.261866, -95.873074)",78,Pottawattamie,1031100,100 PROOF VODKA
S19779600060,06/26/2014,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77,Polk,1032080,IMPORTED VODKA
S19012800040,05/19/2014,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77,Polk,1032200,IMPORTED VODKA - MISC
S17053700193,01/27/2014,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)",77,Polk,1031200,VODKA FLAVORED
S04944000001,04/09/2012,4581,Prime Mart / Cedar Falls,2728 CENTER ST,CEDAR FALLS,50613,"2728 CENTER ST
CEDAR FALLS 50613
(42.561054, -92.455972)",7,Black Hawk,1081600,WHISKEY LIQUEUR
S09019600091,11/17/2012,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,"509 E PLATT
MAQUOKETA 52060
(42.069219, -90.661269)",49,Jackson,1012200,SCOTCH WHISKIES
S10482200015,02/07/2013,3881,7 Rayos Liquor Store,120 E MAIN ST,MARSHALLTOWN,50158,"120 E MAIN ST
MARSHALLTOWN 50158
(42.049166, -92.9104)",64,Marshall,1031200,VODKA FLAVORED
S09865400028,01/03/2013,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,"100 8TH STREET SW
ALTOONA 50009
(41.644041, -93.465301)",77,Polk,1081200,CREAM LIQUEURS
S06914500003,08/02/2012,4102,Fareway Stores #386 / Ames,619 BURNETT AVE,AMES,50010,"619 BURNETT AVE
AMES 50010
(42.027426, -93.615428)",85,Story,1062310,SPICED RUM
S09839100075,01/02/2013,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,"512 E OSKALOOSA
PELLA 50219
(41.397023, -92.899722)",63,Marion,1031080,VODKA 80 PROOF
S15202400017,10/17/2013,4642,Liquor and Tobacco Outlet / Univ Ave,2844 UNIVERSITY AVE,WATERLOO,50701,"2844 UNIVERSITY AVE
WATERLOO 50701
(42.498321, -92.382928)",7,Black Hawk,1052010,IMPORTED GRAPE BRANDIES
S23879900022,02/04/2015,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,"512 E OSKALOOSA
PELLA 50219
(41.397023, -92.899722)",63,Marion,1012100,CANADIAN WHISKIES
S21464900023,09/29/2014,2618,Hy-Vee Drugstore #6 / Cedar Rapids,505 BOYSON RD NE,CEDAR RAPIDS,52402,"505 BOYSON RD NE
CEDAR RAPIDS 52402
(42.04671, -91.63913)",57,Linn,1031080,VODKA 80 PROOF
S09335400001,12/06/2012,4518,Casey's General Store #2824 / WDM,6630 MILLS CIVIC PARKWAY,WEST DES MOINES,50266,"6630 MILLS CIVIC PARKWAY
WEST DES MOINES 50266
(41.561791, -93.799289)",77,Polk,1031080,VODKA 80 PROOF
S07403000016,08/29/2012,3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,"2839 E. UNIVERSITY
DES MOINES 50317
(41.600475, -93.561744)",77,Polk,1011200,STRAIGHT BOURBON WHISKIES
S07700000147,09/12/2012,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647492, -95.202605)",11,Buena Vista,1011200,STRAIGHT BOURBON WHISKIES
S07660900109,09/11/2012,2507,Hy-Vee Food Store #1 / Burlington,939 ANGULAR,BURLINGTON,52601,"939 ANGULAR
BURLINGTON 52601
(40.801819, -91.111219)",29,Des Moines,1012100,CANADIAN WHISKIES
S03914200053,02/06/2012,3417,Big G Food Store,PO BOX 261  310 W DILLON,MARENGO,52301,"PO BOX 261 310 W DILLON
MARENGO 52301
",48,Iowa,1051110,BLACKBERRY BRANDIES
S11292400013,03/26/2013,2459,Reinhart Foods,200 STATE PO BOX 98,GUTHRIE CENTER,50115,"200 STATE PO BOX 98
GUTHRIE CENTER 50115
",39,Guthrie,1032080,IMPORTED VODKA
S28715000049,10/28/2015,4004,Wal-Mart 4256 / Ames,534 S DUFF AVE,AMES,50010,"534 S DUFF AVE
AMES 50010
(42.017115, -93.610343)",85,Story,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S23748200024,01/28/2015,2566,Hy-Vee Food Store / Knoxville,813 N LINCOLN STE 1,KNOXVILLE,50138,"813 N LINCOLN STE 1
KNOXVILLE 50138
(41.325428, -93.109494)",63,Marion,1031100,100 PROOF VODKA
S28577000022,10/20/2015,2665,Hy-Vee / Waukee,1005 E HICKMAN RD,WAUKEE,50263,"1005 E HICKMAN RD
WAUKEE 50263
(41.614909, -93.842181)",25,Dallas,1081600,WHISKEY LIQUEUR
S12689300051,06/10/2013,4183,Fareway Stores #589 / Decorah,103 E MAIN,DECORAH,52101,"103 E MAIN
DECORAH 52101
(43.30329, -91.785188)",96,Winneshiek,1042100,IMPORTED DRY GINS
S09629400016,12/21/2012,4299,Hometown Market / Central City,9 WATERHOUSE AVE,CENTRAL CITY,52214,"9 WATERHOUSE AVE
CENTRAL CITY 52214
",57,Linn,1062300,FLAVORED RUM
S13447700057,07/18/2013,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,"20 WILSON AVENUE WEST
CEDAR RAPIDS 52404
(41.955861, -91.658753)",57,Linn,1081305,APPLE SCHNAPPS
S17675800146,03/03/2014,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,"2411 S 24TH ST #1
COUNCIL BLUFFS 51501
(41.238118, -95.879202)",78,Pottawattamie,1011100,BLENDED WHISKIES
S21933000129,10/22/2014,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85,Story,1031200,VODKA FLAVORED
S09682700167,12/24/2012,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,"1725 74TH ST
WEST DES MOINES 50266
(41.598514, -93.808855)",77,Polk,1081340,ROOT BEER SCHNAPPS
S08226100006,10/10/2012,4557,Hometown Foods / Traer,420 SECOND ST,TRAER,50675,"420 SECOND ST
TRAER 50675
(42.193386, -92.468086)",86,Tama,1081390,IMPORTED SCHNAPPS
S06631000229,07/17/2012,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,"5750 MERLE HAY ROAD
JOHNSTON 50131
(41.664386, -93.69774)",77,Polk,1071100,AMERICAN COCKTAILS
S09129500021,11/26/2012,3830,Wal-Mart 1435 / Creston,806 LAUREL ST,CRESTON,50801,"806 LAUREL ST
CRESTON 50801
(41.047716, -94.372142)",88,Union,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S21551500007,10/02/2014,2550,Hy-Vee Food Store / Osceola,510 WEST MCLANE,OSCEOLA,50213,"510 WEST MCLANE
OSCEOLA 50213
(41.030575, -93.772951)",20,Clarke,1011200,STRAIGHT BOURBON WHISKIES
S06492900201,07/10/2012,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29,Des Moines,1051010,AMERICAN GRAPE BRANDIES
S10881300062,03/06/2013,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,"2605 BLAIRS FERRY RD NE
CEDAR RAPIDS 52402
(42.034737, -91.679406)",57,Linn,1012210,SINGLE MALT SCOTCH
S08945300094,11/14/2012,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,"4815 MAPLE DRIVE
PLEASANT HILL 50317
",77,Polk,1041100,AMERICAN DRY GINS
S04270500096,02/27/2012,4294,Lena's Liquors,1544 SUPERIOR ST,WEBSTER CITY,50595,"1544 SUPERIOR ST
WEBSTER CITY 50595
(42.46212, -93.815849)",40,Hamilton,1071100,AMERICAN COCKTAILS
S26237300004,06/16/2015,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,"1745 MADISON AVE
COUNCIL BLUFFS 51503
(41.242732, -95.825137)",78,Pottawattamie,1012100,CANADIAN WHISKIES
S29053900020,11/18/2015,5181,Casey's General Store #3434  /  Denv,"1101, JEFFERSON ST",DENVER,50622,"1101, JEFFERSON ST
DENVER 50622
",9,Bremer,1062310,SPICED RUM
S10732900021,02/21/2013,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",82,Scott,1032200,IMPORTED VODKA - MISC
S24338100093,03/03/2015,4083,Fareway Stores #909 / Ankeny,109 SE ORALABOR RD,ANKENY,50021,"109 SE ORALABOR RD
ANKENY 50021
(41.702811, -93.599496)",77,Polk,1081330,PEACH SCHNAPPS
S29246100015,11/21/2015,4395,KUM & GO #133 / ELLSWORTH,1111 IA HIGHWAY 175,ELLSWORTH,50075,"1111 IA HIGHWAY 175
ELLSWORTH 50075
(42.310443, -93.573932)",40,Hamilton,1051110,BLACKBERRY BRANDIES
S16095000123,12/04/2013,2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,"2200 WEST KIMBERLY
DAVENPORT 52806
(41.560151, -90.608199)",82,Scott,1012100,CANADIAN WHISKIES
S22739100007,12/03/2014,4481,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,"425 GILBERT ST
IOWA CITY 52240
(41.656297, -91.530221)",52,Johnson,1011100,BLENDED WHISKIES
S24878100176,04/02/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77,Polk,1081312,BUTTERSCOTCH SCHNAPPS
S13160300079,07/03/2013,3928,Smokin' Joe's #12 Tobacco and Liquor,465 HWY 965 UNIT G,NORTH LIBERTY,52317,"465 HWY 965 UNIT G
NORTH LIBERTY 52317
(41.739934, -91.607593)",52,Johnson,1031100,100 PROOF VODKA
S28896000019,11/05/2015,2671,Hy-Vee  /  Jefferson,"106, W WASHINGTON ST",JEFFERSON,50129,"106, W WASHINGTON ST
JEFFERSON 50129
(42.017269, -94.374804)",37,Greene,1071100,AMERICAN COCKTAILS
